kb_model,location,roi_height,roi_width,angle,description
03B01M004-B01,R967,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R200,205,96,0,CHIP RES 90.9 F 1/16W 0402
03B01M004-B01,R375,205,96,0,CHIP RES 150 F 1/16W 0402
03B01M004-B01,R1566,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R358,205,96,90,CHIP RES 75 F 1/16W 0402
03B01M004-B01,R639,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R3020,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R508,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1018,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R467,205,96,0,CHIP RES 10 F 1/16W 0402
03B01M004-B01,R2675,205,96,90,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R575,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R226,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R439,205,96,0,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R281,205,96,90,CHIP RES 240 F 1/16W 0402
03B01M004-B01,R2183,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R434,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-B01,R3280,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R651,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-T01,R229,205,96,90,CHIP RES 100K F 1/16W 0402
03B01M004-T01,R1390,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R596,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R261,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R3170,205,96,0,CHIP RESISTOR 27.4K F 1/16W 0402
03B01M004-T01,R2119,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R765,205,96,90,CHIP RESISTOR 221 F 1/16W 0402
03B01M004-T01,R191,205,96,90,CHIP RES 20 F 1/16W 0402
03B01M004-T01,R964,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1521,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1694,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R568,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R3164,205,96,0,CHIP RESISTOR 27.4K F 1/16W 0402
03B01M004-T01,R847,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R311,205,96,90,CHIP RESISTOR 221 F 1/16W 0402
03B01M004-T01,R1673,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R5483,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2451,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1316,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1564,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2101,205,96,90,CHIP RES 11.3K F 1/16W 0402
03B01M004-T01,R1272,205,96,0,CHIP RES 150 F 1/16W 0402
03B01M004-T01,R709,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-T01,R1460,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R2527,205,96,90,CHIP RES 158K F 1/16W 0402
03B01M004-T01,R1803,205,96,90,CHIP RES SMD 0402 39.2K F 1/16W
03B01M004-T01,R798,205,96,0,CHIP RES 2K F 1/16W 0402
03B01M004-T01,R2302,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2628,205,96,0,CHIP RES 100K F 1/16W 0402
03B01M004-T01,R1659,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R1534,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R48,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2439,205,96,0,CHIP RES 1.3K F 1/16W 0402
03B01M004-T01,R776,205,96,0,CHIP RES 150 F 1/16W 0402
03B01M004-T01,R2952,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R154,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R2530,205,96,90,CHIP RES 24K F 1/16W 0402
03B01M004-T01,R16,205,96,0,CHIP RES 2K F 1/16W 0402
03B01M004-T01,R2390,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1581,205,96,90,CHIP RES 19.6K F 1/16W 0402
03B01M004-T01,R1291,205,96,90,CHIP RES 10 F 1/16W 0402
03B01M004-T01,R428,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R3292,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1747,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R713,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-T01,R355,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R2069,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2363,205,96,0,CHIP RES 100K F 1/16W 0402
03B01M004-T01,R1952,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R1510,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R760,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R3159,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R2917,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R166,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R2491,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1627,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R707,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R3332,205,96,0,CHIP RES 47K F 1/16W 0402
03B01M004-T01,R2096,205,96,90,CHIP RES 100K F 1/16W 0402
03B01M004-T01,R2441,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1364,205,96,0,CHIP RES 150 F 1/16W 0402
03B01M004-T01,R282,205,96,90,CHIP RES 348 F 1/16W 0402
03B01M004-T01,R1096,205,96,0,CHIP RESISTOR 2.2K F 1/16W 0402
03B01M004-T01,R456,205,96,90,CHIP RES 49.9 F 1/16W 0402
03B01M004-T01,R812,205,96,0,CHIP RES SMD 0402 4.99K F 1/16W
03B01M004-T01,R1700,205,96,0,CHIP RES 100 F 1/16W 0402
03B01M004-T01,R403,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R3154,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2346,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2926,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R409,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1357,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2640,205,96,0,CHIP RES 10 F 1/16W 0402
03B01M004-T01,R50,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R876,205,96,0,CHIP RES 8.2K F 1/16W 0402
03B01M004-T01,R1240,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R1047,205,96,0,CHIP RES 120 J 1/16W 0402
03B01M004-T01,R1471,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R2575,205,96,0,CHIP RES 1.6M F 1/16W 0402
03B01M004-T01,R2262,205,96,0,CHIP RES 30.1K F 1/16W 0402
03B01M004-T01,R703,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2503,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R1701,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R957,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R693,205,96,0,CHIP RES 27.4 F 1/16W 0402
03B01M004-T01,R2521,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1805,205,96,90,"CHIP RES,SMD,0402,71.5K,1%,1/16W"
03B01M004-T01,R3022,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R1001,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R1361,205,96,0,CHIP RES 150 F 1/16W 0402
03B01M004-T01,R3190,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R243,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1209,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R3065,205,96,0,CHIP RES 100 F 1/16W 0402
03B01M004-T01,R942,205,96,90,CHIP RES 174K F 1/16W 0402
03B01M004-T01,R1565,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R3328,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R26,205,96,90,CHIP RES 20K F 1/16W 0402
03B01M004-T01,R1326,205,96,90,CHIP RES 8.06K F 1/16W 0402
03B01M004-T01,R1160,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2619,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2192,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2583,205,96,0,CHIP RES 6.19K F 1/16W 0402
03B01M004-T01,R2526,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R5118,205,96,90,CHIP RES 300 J 1/16W 0402
03B01M004-T01,R2313,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2211,205,96,90,CHIP RES 1.47K F 1/16W 0402
03B01M004-T01,R2265,205,96,0,CHIP RES 2K F 1/16W 0402
03B01M004-T01,R825,205,96,90,CHIP RESISTOR 221 F 1/16W 0402
03B01M004-T01,R2565,205,96,0,CHIP RES 110K F 1/16W 0402
03B01M004-T01,R3275,205,96,90,CHIP RES 27.4 F 1/16W 0402
03B01M004-T01,R2394,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R856,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R90,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2787,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2916,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R309,205,96,90,CHIP RESISTOR 221 F 1/16W 0402
03B01M004-T01,R2453,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1188,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R3124,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1846,205,96,90,CHIP RES 2.2 F 1/16W 0402
03B01M004-T01,R188,205,96,0,CHIP RES 240 F 1/16W 0402
03B01M004-T01,R330,205,96,90,CHIP RES 200 F 1/16W 0402
03B01M004-T01,R1370,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R245,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1884,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2106,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R156,205,96,90,CHIP RESISTOR 2 F 1/16W 0402
03B01M004-T01,R418,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R190,205,96,0,CHIP RES 2K F 1/16W 0402
03B01M004-T01,R863,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1130,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R143,205,96,90,CHIP RESISTOR 1.8K F 1/16W 0402
03B01M004-T01,R296,205,96,0,CHIP RES 2K F 1/16W 0402
03B01M004-T01,R2215,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2539,205,96,90,CHIP RESISTOR 1.21M F 1/16W 0402
03B01M004-T01,R3120,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2291,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R840,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R38,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2582,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R2623,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1064,205,96,0,CHIP RES 120 J 1/16W 0402
03B01M004-T01,R1302,205,96,0,CHIP RES 200 F 1/16W 0402
03B01M004-T01,R2531,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R3086,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1583,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1587,205,96,90,CHIP RES 20K F 1/16W 0402
03B01M004-T01,R2709,205,96,90,CHIP RES 8.2K F 1/16W 0402
03B01M004-T01,R1317,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R735,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R770,205,96,0,CHIP RES 100 F 1/16W 0402
03B01M004-T01,R1026,205,96,0,CHIP RES 120 J 1/16W 0402
03B01M004-T01,R2190,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2438,205,96,0,CHIP RES 8.2K F 1/16W 0402
03B01M004-T01,R2264,205,96,90,CHIP RESISTOR 80.6K F 1/16W 0402
03B01M004-T01,R1850,205,96,90,CHIP RES 100 F 1/16W 0402
03B01M004-T01,R3151,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2188,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1233,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1662,205,96,90,CHIP RES 150 F 1/16W 0402
03B01M004-T01,R2300,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R2019,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1299,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1140,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2594,205,96,0,CHIP RES 100 F 1/16W 0402
03B01M004-T01,R663,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R2707,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1055,205,96,90,CHIP RES 120 J 1/16W 0402
03B01M004-T01,R2562,205,96,0,CHIP RES 10.2K F 1/16W 0402
03B01M004-T01,R333,205,96,90,CHIP RES 75 F 1/16W 0402
03B01M004-T01,R1131,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R3349,205,96,0,CHIP RES 200 F 1/16W 0402
03B01M004-T01,R966,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1320,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1590,205,96,0,CHIP RES 19.6K F 1/16W 0402
03B01M004-T01,R2502,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R1184,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2312,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2289,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R1918,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R3308,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1994,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1078,205,96,90,CHIP RESISTOR 2.2K F 1/16W 0402
03B01M004-T01,R1134,205,96,0,CHIP RESISTOR 22OHM F 1/16W 0402
03B01M004-T01,R672,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R594,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2489,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R541,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R3254,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R411,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R3146,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R3188,205,96,90,CHIP RES  1.07K B 1/16W 0402 THI
03B01M004-T01,R1693,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R2224,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R664,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R2298,205,96,90,CHIP RESISTOR 2.2K F 1/16W 0402
03B01M004-T01,R833,205,96,90,CHIP RES 15 F 1/16W 0402
03B01M004-T01,R2586,205,96,0,CHIP RES 110K F 1/16W 0402
03B01M004-T01,R697,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R3067,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2393,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1170,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R794,205,96,0,CHIP RES 2K F 1/16W 0402
03B01M004-T01,R2169,205,96,0,CHIP RES 100 F 1/16W 0402
03B01M004-T01,R60,205,96,0,CHIP RES 27.4 F 1/16W 0402
03B01M004-T01,R705,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R696,205,96,0,CHIP RES 2K F 1/16W 0402
03B01M004-T01,R3097,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2993,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R221,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2459,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R269,205,96,90,CHIP RESISTOR 2 F 1/16W 0402
03B01M004-T01,R383,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R1988,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1495,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R971,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2297,205,96,0,CHIP RES 100K F 1/16W 0402
03B01M004-T01,R2573,205,96,0,CHIP RES  13.7K F 1/16W 0402
03B01M004-T01,R2994,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2009,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1657,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R3030,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1601,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R272,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R242,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2564,205,96,90,CHIP RES 53.6K F 1/16W 0402
03B01M004-T01,R2794,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1476,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2585,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R468,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1738,205,96,0,CHIP RESISTOR 2.2K F 1/16W 0402
03B01M004-T01,R1874,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R285,205,96,0,CHIP RES 348 F 1/16W 0402
03B01M004-T01,R2494,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1597,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R692,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2210,205,96,90,CHIP RES  6.65K F 1/16W 0402
03B01M004-T01,R1750,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R2483,205,96,90,CHIP RES 150 F 1/16W 0402
03B01M004-T01,R2558,205,96,0,CHIP RES 6.34K F 1/16W 0402
03B01M004-T01,R935,205,96,90,CHIP RES 140K F 1/16W 0402
03B01M004-T01,R870,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1459,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R87,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R257,205,96,90,CHIP RESISTOR 2 F 1/16W 0402
03B01M004-T01,R2274,205,96,90,CHIP RES SMD 0402 4.99K F 1/16W
03B01M004-T01,R327,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R1652,205,96,90,CHIP RES 150 F 1/16W 0402
03B01M004-T01,R2268,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2198,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2024,205,96,0,CHIP RES 10 F 1/16W 0402
03B01M004-T01,R1128,205,96,90,CHIP RES 200 F 1/16W 0402
03B01M004-T01,R5480,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2535,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R326,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R15,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R1822,205,96,90,CHIP RES 1 F 1/16W 0402
03B01M004-T01,R948,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R112,205,96,90,CHIP RES 27.4 F 1/16W 0402
03B01M004-T01,R3319,205,96,90,CHIP RES 1.3K F 1/16W 0402
03B01M004-T01,R399,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R19,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R3172,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R236,205,96,0,CHIP RES 240 F 1/16W 0402
03B01M004-T01,R1292,205,96,90,CHIP RES 10 F 1/16W 0402
03B01M004-T01,R348,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R3331,205,96,0,CHIP RES 47K F 1/16W 0402
03B01M004-T01,R1948,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2288,205,96,0,CHIP RES 5.49K F 1/16W 0402
03B01M004-T01,R255,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R909,205,96,90,CHIP RES 150 F 1/16W 0402
03B01M004-T01,R314,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1678,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R720,205,96,0,CHIP RES 42.2 F 1/16W 0402
03B01M004-T01,R1005,205,96,90,CHIP RES 8.2K F 1/16W 0402
03B01M004-T01,R1940,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R740,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2427,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R157,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R2520,205,96,0,CHIP RES 110K F 1/16W 0402
03B01M004-T01,R1106,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R2017,205,96,0,CHIP RES 10 F 1/16W 0402
03B01M004-T01,R1296,205,96,0,CHIP RES 200 F 1/16W 0402
03B01M004-T01,R686,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1220,205,96,90,CHIP RES 19.6K F 1/16W 0402
03B01M004-T01,R2563,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2408,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R1853,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1511,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R189,205,96,0,CHIP RES 2K F 1/16W 0402
03B01M004-T01,R1967,205,96,0,CHIP RES 15 F 1/16W 0402
03B01M004-T01,R3090,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R292,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2282,205,96,90,CHIP RES  6.65K F 1/16W 0402
03B01M004-T01,R17,205,96,90,CHIP RES 0 J 1/16W 0402
03B01M004-T01,R1117,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R1995,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R3167,205,96,0,CHIP RESISTOR 27.4K F 1/16W 0402
03B01M004-T01,R1100,205,96,0,CHIP RESISTOR 2.2K F 1/16W 0402
03B01M004-T01,R3094,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R3157,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R767,205,96,90,CHIP RES 100 F 1/16W 0402
03B01M004-T01,R148,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R443,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R1715,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R2621,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R3350,205,96,90,CHIP RES 200 F 1/16W 0402
03B01M004-T01,R265,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R1479,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R169,205,96,0,CHIP RES 10 F 1/16W 0402
03B01M004-T01,R2543,205,96,90,CHIP RES 54.9K F 1/16W 0402
03B01M004-T01,R2630,205,96,0,CHIP RES 10 F 1/16W 0402
03B01M004-T01,R1335,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R2496,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-T01,R3165,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R3320,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R603,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R1561,205,96,90,CHIP RES 10 F 1/16W 0402
03B01M004-T01,R470,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R868,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R3269,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R1806,205,96,90,CHIP RES SMD 0402 39.2K F 1/16W
03B01M004-T01,R666,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-T01,R14,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-T01,R20,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-T01,R3161,205,96,90,CHIP RESISTOR 27.4K F 1/16W 0402
03B01M004-T01,R719,205,96,0,CHIP RES 42.2 F 1/16W 0402
03B01M004-T01,R2518,205,96,0,CHIP RES 402 1/16W F 0402
03B01M004-T01,R66,205,96,90,CHIP RES 27.4 F 1/16W 0402
03B01M004-T01,R2706,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-T01,R832,205,96,0,CHIP RES 15 F 1/16W 0402
03B01M004-T01,R1804,205,96,90,CHIP RES SMD 0402 56.2K F 1/16W
03B01M004-T01,R179,205,96,0,CHIP RES 20 F 1/16W 0402
